left2010,left2019,left2015,vote2010,vote2015,vote2019,male,age,education,unemployed,ideology,iv_immigration,iv_economy,imm_issue,eco_issue,right2010,right2015,right2019
0,0,0,Conservative,Conservative,Conservative,1,79,3,0,7,1,NA,0,0,1,1,1
1,1,1,Liberal Democrat,Labour,Green,1,63,3,0,3,0.5,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,57,5,0,7,1,0.5,0,1,1,1,1
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,74,1,0,NA,1,NA,0,0,1,1,1
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
0,0,1,Conservative,Liberal Democrat,Conservative,0,64,5,0,5,0.75,0.25,0,0,1,0,1
0,0,0,Conservative,Conservative,Conservative,1,78,3,0,9,1,0.5,0,1,1,1,1
1,1,1,Liberal Democrat,Green Party,Labour,0,NA,NA,NA,2,0.75,0.75,0,1,0,0,0
1,0,1,Liberal Democrat,Labour,Conservative,1,71,2,0,3,1,0.75,0,0,0,0,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,58,3,0,NA,1,0.5,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,68,2,0,7,1,0.5,1,0,1,1,1
0,NA,1,British National Party (BNP),Labour,NA,1,NA,NA,NA,NA,1,1,0,1,1,0,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,9,0,0.5,1,0,1,1,1
1,NA,1,Labour,Green Party,NA,1,NA,NA,NA,0,0.5,1,0,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,5,1,0.5,1,0,1,1,NA
0,NA,NA,United Kingdom Independence Party (UKIP),NA,NA,1,NA,NA,NA,0,1,0.5,NA,0,1,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,72,5,0,7,1,0.25,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,65,3,0,NA,1,0.5,0,0,1,1,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,1,67,1,0,7,1,0.75,NA,0,0,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.5,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,10,1,NA,1,0,1,1,1
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,7,0.75,0.5,0,1,NA,1,NA
1,1,0,Liberal Democrat,Conservative,Labour,1,69,3,0,5,1,1,0,1,0,1,0
1,1,1,Liberal Democrat,Green Party,Labour,0,71,5,0,4,0.75,1,0,0,0,0,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,1,0,1,0,0,NA
0,1,0,United Kingdom Independence Party (UKIP),Conservative,Liberal Democrat,1,87,2,0,7,1,0.5,1,0,1,1,0
1,0,1,Liberal Democrat,Labour,Conservative,1,62,2,0,5,1,1,0,1,0,0,1
0,0,1,United Kingdom Independence Party (UKIP),Labour,Conservative,0,74,3,0,4,1,1,0,1,1,0,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,0.75,0,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,63,2,0,10,1,0.25,1,0,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,61,5,0,5,0.75,0.5,0,1,0,0,0
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,0.5,1,0,NA,NA,NA
NA,NA,1,NA,Labour,NA,1,65,3,0,NA,1,NA,NA,0,NA,0,NA
1,0,0,Labour,United Kingdom Independence Party (UKIP),Conservative,1,73,1,0,5,1,1,0,0,0,1,1
1,NA,NA,Labour,NA,NA,1,NA,NA,NA,2,0.75,1,0,1,0,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,88,5,0,7,0.75,0.25,0,0,1,1,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.75,0.75,NA,0,NA,NA,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,4,1,1,1,0,1,1,NA
1,NA,NA,Labour,NA,NA,1,NA,NA,NA,3,1,0.75,1,0,0,NA,NA
1,1,1,Labour,Labour,Labour,0,66,1,0,5,1,1,0,0,0,0,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,59,3,0,5,0.75,0.75,0,0,0,1,1
1,NA,NA,Labour,NA,NA,1,66,3,0,4,1,0.75,0,1,0,NA,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,NA,0.25,0.75,0,1,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,NA,NA,NA,7,0.75,0.5,0,0,1,1,0
0,0,0,Conservative,Conservative,Conservative,1,61,2,1,NA,1,0.5,NA,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,0.75,0.5,0,1,1,1,NA
0,NA,1,Conservative,Plaid Cymru,NA,0,NA,NA,NA,6,1,0.75,0,1,1,0,NA
1,0,0,Labour,United Kingdom Independence Party (UKIP),Conservative,1,60,2,0,5,1,0.75,1,0,0,1,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.75,1,0,NA,NA,NA
0,NA,NA,Conservative,NA,NA,1,53,2,1,5,1,0.75,0,1,1,NA,NA
1,NA,NA,Labour,NA,NA,1,NA,NA,NA,3,0.75,0.75,0,0,0,NA,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,9,1,0.75,0,0,1,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,77,1,0,7,1,NA,1,0,1,1,1
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,3,1,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,57,2,0,7,1,0.25,0,1,1,1,1
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,7,1,0.75,0,1,NA,1,NA
1,0,1,Labour,Liberal Democrat,Conservative,1,NA,NA,NA,3,1,1,1,0,0,0,1
1,1,1,Liberal Democrat,Green Party,Labour,0,58,2,0,4,1,1,1,0,0,0,0
1,1,NA,Liberal Democrat,NA,Liberal Democrat,1,NA,NA,NA,5,0.75,0.5,0,1,0,NA,0
NA,NA,0,NA,Conservative,NA,1,70,2,0,6,0,0.75,0,1,NA,1,NA
0,NA,NA,United Kingdom Independence Party (UKIP),NA,NA,1,NA,NA,NA,NA,1,0.75,1,0,1,NA,NA
0,0,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Conservative,0,67,5,0,7,1,0.75,0,1,1,1,1
1,NA,1,Liberal Democrat,Green Party,NA,1,NA,NA,NA,5,0.5,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,63,3,0,8,0.75,0.5,0,0,1,1,1
1,NA,1,Labour,Labour,NA,1,74,3,0,1,0.75,1,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,7,1,0.75,0,1,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,6,1,0.25,0,0,1,1,NA
0,1,1,Conservative,Liberal Democrat,Liberal Democrat,1,75,5,0,8,0.75,0.5,1,0,1,0,0
0,0,0,Conservative,Conservative,Conservative,0,72,2,0,5,0.75,0.5,1,0,1,1,1
0,0,NA,Conservative,NA,Conservative,1,NA,NA,NA,8,1,0.25,1,0,1,NA,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,1,1,1,0,0,0,NA
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,1,78,3,0,6,1,0.75,0,1,0,1,1
NA,NA,NA,NA,NA,NA,1,76,3,0,5,1,0.5,1,0,NA,NA,NA
1,1,1,Liberal Democrat,Green Party,Green,1,61,5,0,4,1,0.5,0,1,0,0,0
0,1,0,Conservative,United Kingdom Independence Party (UKIP),Liberal Democrat,1,71,1,0,NA,1,1,0,0,1,1,0
0,1,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Labour,0,55,2,0,NA,1,0.75,NA,0,1,1,0
NA,NA,NA,NA,NA,NA,1,57,2,0,NA,1,0.75,NA,0,NA,NA,NA
0,NA,NA,Conservative,NA,NA,0,NA,NA,NA,5,0.5,0.75,0,1,1,NA,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,7,1,0.5,0,1,1,1,NA
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,7,0.75,0.5,0,1,1,NA,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,9,1,0.5,0,1,1,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,0.5,0.25,0,0,1,1,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,1,0.25,1,0,1,1,NA
1,0,0,Liberal Democrat,Conservative,Conservative,0,66,3,0,7,1,0,0,1,0,1,1
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,NA,0.75,NA,0,1,0,NA,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,9,1,0.25,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,58,4,0,8,1,0.75,0,0,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,9,1,0.75,0,0,1,1,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,0.75,0.5,0,1,NA,NA,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,6,0.5,0.5,0,1,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,6,1,0.5,1,0,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,69,5,0,8,1,0.25,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,6,1,0.25,0,0,1,1,1
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,7,0.75,1,NA,0,NA,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,9,1,0.25,0,1,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,63,2,0,5,1,0.25,1,0,1,1,1
0,0,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,NA,1,NA,1,0,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,72,5,0,6,1,0,0,1,1,1,0
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,6,1,1,1,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,1,77,2,0,8,1,0.25,1,0,1,1,NA
1,0,NA,Liberal Democrat,NA,Conservative,0,NA,NA,NA,NA,1,0.75,0,0,0,NA,1
1,1,1,Labour,Labour,Liberal Democrat,0,70,3,0,2,0.5,1,0,1,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,1,0,1,0,1,0,0,NA
1,1,NA,Liberal Democrat,NA,Liberal Democrat,0,NA,NA,NA,5,0.25,0.75,0,0,0,NA,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,1,1,1,0,NA,NA,NA
0,1,1,Conservative,Green Party,Labour,1,56,3,0,3,0.5,0.75,NA,0,1,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,1,0.25,0,1,1,1,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,9,1,0,0,0,1,1,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,72,3,0,8,1,0.5,0,1,NA,1,1
0,0,0,United Kingdom Independence Party (UKIP),Conservative,Conservative,1,NA,NA,NA,6,1,0,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,73,5,0,7,1,0.5,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,42,5,0,8,0.75,0.5,0,1,1,1,1
NA,NA,1,NA,Green Party,NA,1,NA,NA,NA,NA,0.5,1,0,0,NA,0,NA
1,1,1,Labour,Labour,Labour,1,61,5,0,3,0.25,0.75,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,77,4,0,7,1,0.75,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,1,0.25,0,1,1,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,6,1,0.75,1,0,1,1,NA
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,9,1,0.5,0,0,0,1,NA
0,0,0,Conservative,Conservative,Conservative,1,70,3,0,7,1,0.25,1,0,1,1,1
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,42,5,0,8,0.75,0.5,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.5,1,0,1,1,NA
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,7,1,0.75,1,0,0,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,7,0.75,0.5,0,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,10,1,0.5,0,0,1,1,NA
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,0.75,NA,0,0,1,NA
1,1,1,Liberal Democrat,Green Party,Liberal Democrat,1,43,6,0,2,0.5,0.5,0,1,0,0,0
1,1,1,Liberal Democrat,Labour,Labour,1,NA,NA,NA,2,0.5,1,0,0,0,0,0
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,7,1,0.25,0,0,0,1,NA
0,0,0,Conservative,Conservative,Conservative,1,84,3,0,8,0.75,0.25,0,1,1,1,1
1,1,1,Labour,Labour,Labour,0,56,4,0,3,0.5,1,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,76,4,0,7,1,0.25,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,1,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,0,53,3,0,7,1,0.5,0,1,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,53,3,0,5,0.75,0.5,0,1,0,0,0
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.5,0,1,0,1,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.75,0,1,0,1,NA
0,NA,NA,Conservative,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,1,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.75,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,74,5,0,5,1,0.5,0,1,1,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,55,1,0,10,1,0.5,1,0,1,1,1
1,NA,1,Liberal Democrat,Labour,NA,1,71,2,0,3,1,1,0,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,1,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,10,1,0.5,1,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,0.75,0.25,0,1,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,7,1,0.75,0,1,1,1,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,0.5,0.5,0,0,NA,NA,NA
1,1,1,Liberal Democrat,Labour,Labour,1,67,4,0,3,1,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,9,1,0.25,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,82,2,0,9,1,0.5,1,0,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,NA,NA,NA,5,0.5,0.75,0,1,1,1,0
0,NA,1,Conservative,Labour,NA,0,62,2,0,5,1,1,0,0,1,0,NA
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,10,0.75,0,0,1,1,NA,NA
1,0,1,Liberal Democrat,Labour,Conservative,0,NA,NA,NA,NA,1,0.75,1,0,0,0,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,9,1,0.5,0,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,57,2,0,8,1,0.5,NA,0,1,1,1
1,0,1,Liberal Democrat,Labour,Conservative,0,NA,NA,NA,5,1,NA,0,0,0,0,1
1,1,1,Labour,Labour,Liberal Democrat,1,NA,NA,NA,3,0.5,1,0,0,0,0,0
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,1,0.5,0,1,1,1,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,4,1,0.75,0,1,0,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.5,NA,0,1,1,NA
1,1,1,Plaid Cymru,Plaid Cymru,Plaid Cymru,0,52,5,0,4,1,0.75,0,0,0,0,0
1,NA,1,Labour,Labour,NA,1,60,4,0,3,1,0.75,0,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.25,0.25,0,1,1,1,NA
0,0,0,United Kingdom Independence Party (UKIP),Conservative,Conservative,1,73,1,0,NA,1,0.75,0,0,1,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,54,3,0,7,1,0.75,1,0,1,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,1,0.75,0,1,0,0,NA
1,1,1,Labour,Liberal Democrat,Labour,1,NA,NA,NA,3,0.75,0.75,0,1,0,0,0
1,1,1,Liberal Democrat,Labour,Liberal Democrat,0,80,5,0,4,1,1,0,1,0,0,0
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,5,1,1,0,1,NA,0,NA
0,1,0,Conservative,Conservative,Labour,0,72,5,0,8,1,0.25,0,1,1,1,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
1,1,1,Labour,Labour,Labour,0,62,1,0,0,0.75,1,1,0,0,0,0
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,NA,NA,NA,1,0.25,1,0,0,0,0,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,62,5,0,5,0.75,0.5,0,1,0,0,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,NA,NA,NA,5,0.75,0.5,1,0,0,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,78,5,0,3,0.75,0.75,0,0,0,0,0
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,NA,NA,NA,5,1,0.5,1,0,0,0,NA
1,NA,1,Plaid Cymru,Green Party,NA,1,NA,NA,NA,0,0.5,1,0,0,0,0,NA
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,NA,0.75,0.5,NA,0,0,NA,NA
1,NA,0,Labour,Conservative,NA,1,NA,NA,NA,6,1,0.25,0,1,0,1,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,4,0.5,0.75,0,0,0,0,0
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,38,3,0,3,0.5,1,0,1,0,0,0
1,1,1,Labour,Labour,Labour,1,76,2,0,1,0.5,1,0,1,0,0,0
1,1,1,Liberal Democrat,Labour,Liberal Democrat,1,39,5,0,3,0.75,0.75,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,0.5,0.75,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.25,0,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,4,0.75,0.75,0,1,0,0,NA
0,1,0,Conservative,Conservative,Labour,1,64,5,0,6,0,0.5,0,1,1,1,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,1,0.5,1,0,1,1,1
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,54,3,0,NA,0.5,0.75,NA,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,74,5,0,7,1,0.75,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,8,1,0.5,0,1,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,78,1,0,5,1,0.25,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,76,5,0,7,1,0.25,1,0,1,1,1
1,0,1,Labour,Labour,Conservative,1,55,2,0,2,0.75,1,0,1,0,0,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,66,2,0,NA,1,1,1,0,1,1,NA
1,0,0,Liberal Democrat,Conservative,Conservative,1,70,1,0,5,1,0.75,1,0,0,1,1
1,1,1,Labour,Labour,Labour,1,50,2,0,5,0.25,0.75,0,0,0,0,0
1,NA,0,Liberal Democrat,Conservative,NA,0,NA,NA,NA,5,1,1,1,0,0,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,0.5,0.25,0,1,1,1,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,NA,1,1,0,0,1,1,1
1,0,1,Liberal Democrat,Labour,Conservative,1,72,5,0,2,1,0.75,0,0,0,0,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,6,1,0.75,0,0,1,1,NA
1,NA,1,Liberal Democrat,Green Party,Scottish National Party (SNP),1,62,3,0,2,0.75,0.75,0,1,0,0,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,2,1,0.75,1,0,0,0,0
1,0,1,Labour,Labour,Conservative,0,59,2,0,6,1,1,0,1,0,0,1
1,0,1,Labour,Labour,Conservative,1,75,5,0,3,0.75,0.75,0,1,0,0,1
1,NA,1,Labour,Labour,NA,1,59,5,0,1,0.5,0.75,0,1,0,0,NA
1,1,1,Liberal Democrat,Green Party,Labour,0,70,5,0,0,0.5,1,0,1,0,0,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,0.5,NA,0,0,0,NA
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,NA,NA,NA,2,0.5,0.75,0,0,0,0,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,82,1,0,NA,1,0.5,1,0,0,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.5,0,0,1,1,NA
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,1,68,1,0,8,1,0.5,1,0,NA,1,NA
0,0,0,Conservative,Conservative,Conservative,1,70,5,0,7,1,0.5,0,1,1,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,65,2,0,8,1,0.25,1,0,1,1,1
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,8,0.75,0.75,NA,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,63,1,0,4,1,0.75,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.5,0,0,1,1,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,71,2,0,5,1,1,1,0,NA,1,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7,0.75,0.75,0,0,NA,NA,NA
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,5,0.25,1,0,1,NA,1,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,0.75,NA,0,NA,NA,NA
1,0,NA,Liberal Democrat,NA,Conservative,1,NA,NA,NA,5,1,0.75,1,0,0,NA,1
1,1,1,Labour,Labour,Labour,0,68,1,0,5,0.75,1,0,1,0,0,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,0.5,0,0,0,0,NA
0,1,0,Conservative,Conservative,Liberal Democrat,0,NA,NA,NA,7,0.75,0.5,0,0,1,1,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.5,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,54,2,0,NA,0.75,0.75,NA,0,1,1,1
0,1,NA,United Kingdom Independence Party (UKIP),NA,Labour,0,62,1,0,NA,1,1,0,0,1,NA,0
0,0,0,Conservative,Conservative,Conservative,1,67,3,0,5,1,0.5,1,0,1,1,1
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,0,64,4,0,5,1,0.75,0,0,0,1,1
1,0,0,Labour,United Kingdom Independence Party (UKIP),Conservative,1,75,1,0,6,1,1,1,0,0,1,1
0,0,0,Conservative,Conservative,Conservative,1,69,1,0,7,1,0.5,1,0,1,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,58,2,0,NA,1,NA,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,72,2,0,9,1,0.5,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,10,1,0.75,1,0,1,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,7,0.75,0.75,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,3,0.75,0.75,0,0,0,0,NA
NA,1,1,NA,Labour,Labour,1,NA,NA,NA,0,1,1,0,0,NA,0,0
1,1,1,Liberal Democrat,Green Party,Labour,0,48,5,0,NA,0.5,0.75,NA,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,60,2,0,7,1,0.5,0,1,1,1,1
1,0,0,Liberal Democrat,Conservative,Conservative,0,NA,NA,NA,NA,0.5,NA,NA,0,0,1,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.75,0.75,0,0,NA,NA,NA
1,1,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Labour,1,52,1,0,5,1,0.75,1,0,0,1,0
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,2,0.5,0.75,0,1,0,0,0
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,5,0.5,1,0,0,NA,0,NA
0,NA,NA,Conservative,NA,NA,1,73,1,0,NA,1,0.25,1,0,1,NA,NA
NA,0,0,NA,Conservative,Conservative,1,71,1,0,NA,1,0.5,1,0,NA,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,42,NA,0,4,0.25,0.5,0,0,0,0,0
0,NA,1,Conservative,Liberal Democrat,NA,1,NA,NA,NA,5,1,0.5,0,1,1,0,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.75,1,0,1,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,0.75,0,1,0,0,NA
0,1,0,Conservative,Conservative,Liberal Democrat,0,77,1,0,7,0.75,0.5,0,1,1,1,0
0,0,0,Conservative,Conservative,Conservative,1,75,5,0,10,1,0.25,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,0.25,0.5,0,1,1,1,NA
